month,day,hour,duration,text,summary,city,state,shape,year,pressure,temp,hail,heatindex,windchill,rain,vis,dewpt,thunder,fog,precip,wspd,tornado,hum,snow,wgust,wdire,conds
10,13,20,1 minute,"An alternating red and blue lighted object, bobbling rapidly and erratically in the sky and then descending  in a controlled fashion. We saw a red object in the sky, that started as a smooth arc to the east.  Then the object began to bobble, shifting positions quickly and erratically, left to right, up and down.  At one point the light turned to blue and then changed back to red.   Colors changed intermittently from red to blue several times.  Then it displayed both red and blue and slowly and controllably descended out of the field of view in a straight line.  The lighted object was much larger than traditional airplane lights, approximately 1/8th the size of the moon last night.","5-6 yellowish lights moving slowly, yet not audible",GILBERT,AZ,CIRCLE,2010,-0.163149246,1.242096374,0,NA,NA,0,1.457893595,-0.060673707,0,0,NA,1.283381697,0,-1.825823365,0,NA,NNE,PARTLY CLOUDY
10,25,18,2 minutes,"Four red lights. Appeared, went into formation and then disappeared. Four red lights.  Dots.  No glare / halo around them. Came from the south and moved north. One by one they appeared.  Eventually all four lined up, equidistant apart.  I thought they were helicopters or something.  No sound.  As soon as they lined up, they disappeared. Very linear in their motion and precise in their line-up.","7 red & green circles grouped together in pairs of two, led by one single orb. Gravitated upwards for about 15 minutes, then vanished.",GILBERT,AZ,CIRCLE,2016,-0.294295904,1.446426892,0,NA,NA,0,0.0642725,0.241875559,0,0,NA,0.008129116,0,-1.730692929,0,NA,NORTH,CLEAR
11,24,7,5 minutes,"Strange lights in the sky in Phoenix, Arizona, 2015 very big ship. There were four lights in a half moon shape.  About 100 yards in length hovering in one spot the lights went from white to orange.  There was no movement.   After about five minutes all the lights shot away and disappear in the sky. ((NUFORC Note:  Time may be flawed.  PD))",A couple gets on the freeway and witnesses a large fireball ufo in the sky and managed to capture 3 photos.,GILBERT,AZ,CIRCLE,2015,-0.163149246,-0.699043545,0,NA,NA,0,8.478259861,-0.564922485,0,0,NA,-0.911239024,0,-0.018345077,0,NA,NORTH,PARTLY CLOUDY
1,15,20,2 - 3 minutes,"Four orange objects move across the sky in Gilbert, Arizona before disappearing one by one. Me and my kids were driving and four round bright orange/red lights swiftly moving across the sky caught my eye.  I was amazed and my kids looked up to see what I was looking at and they were also amazed.  There were four bright lights, which seemed to be round.  They traveled across they sky in a group and then they came to a stop.  They stayed in the sky for about a minute or less then gradually, one by one, they started to dim until each one disappeared.   I have a picture but it was much clearer in person.  When I zoom in on the picture, they look like orange upside down question marks without the dot.  One of them looks white because it is disappearing but it is the same shape as the other three.  It was night time and they seemed to be as high up in the sky as stars but they were bigger than stars. ((NUFORC Note:  We spoke via telephone with this witness, and she seemed to us to be a quite sober-minded person.  Please see other reports from Illinois and Minnesota, for the same date.  PD))",7 orbs in MN.,GILBERT,AZ,CIRCLE,2011,0.099144071,-0.18821725,0,NA,NA,0,1.457893595,-1.371720528,0,0,NA,-0.911239024,0,-1.920953801,0,NA,NORTH,SCATTERED CLOUDS
3,30,18,10 minutes,"Bright red lights dropping smaller lights Unfortunatly I don't remember the exact date, however I know it happened right after I had moved in to my apartment late March/early April 2000.  My younger brother was standing on the balcony of our apartment located on Country Club just south of Baseline Rd in Gilbert, AZ and he yelled to us that there was something going on in the sky to the southeast.  Upon going outside, there appeared to be 3-4 red lights in the sky, and it looked like they were dropping other smaller lights. We only witnessed this going on for approx 10 minutes before the lights disappeared. ((NUFORC Note:  Witness indicates that the date of the incident is approximate.  PD))",6 or 7 objects disappear and reappearing down to earth.,GILBERT,AZ,CIRCLE,2000,-0.779538539,0.322609044,0,NA,NA,0,5.673597408,-0.060673707,0,0,NA,2.746462177,0,-0.826953785,0,1.645961202,NORTH,OVERCAST
8,17,20,60 seconds,"Constant bright star-like white light, heading away with no nav or landing lights. While watching normal air traffic on approach to phx sky harbor, we observed a bright, star-like white light heading away from us in a south east direction with no nav or landing lights whatsoever.   My husband, who is a pilot and builds aircraft for Boeing, knew it was no commercial aircraft and only saw one single bright constant white light when looking at it through binoculars.   Our son and his girlfriend also witnessed it and it just disappeared before our eyes with no clouds in area.  It was traveling in the oposite direction of any normal air traffic into or out of sky harbor airport, gilbert chandler regional, or falcon field nor was it high altitude.  It seemed to be at similar altitude as traffic landing at Sky harbor,but traveling in opposite direction. ((NUFORC Note:  Overflight of ISS at the time of the sighting.  We strongly suspect that the object was the ISS.  PD))",6 to 7 glowing orange/yellow balls in sky,GILBERT,AZ,LIGHT,2016,-1.094290519,2.263748963,0,NA,NA,0,0.0642725,0.141025804,0,0,NA,-0.911239024,0,-2.301475546,0,NA,NORTH,SCATTERED CLOUDS
12,24,18,3 minutes,,"5 orange balls of lights in V formation over Joliet, IL",GILBERT,AZ,LIGHT,2014,-0.425442562,-0.086051991,0,NA,NA,0,1.457893595,-1.371720528,0,0,NA,-0.179698783,0,-1.96851902,0,NA,NORTH,MOSTLY CLOUDY
4,26,19,1 minute,"Sitting outside on my back porch I observed the object fly over my house flew over at a slow speed disappeared in about a minute.  It was very large way to be an aircraft.  The object was about 1000 feet off the ground made no noise we have airports in Mesa and Chandler, Arizona, see and hear airplanes all the time this was not an airplane",A bunch of white lights in a straight line tilted on a 20 or 30 degree angle,GILBERT,AZ,TRIANGLE,2014,-1.054946521,0.73127008,0,NA,NA,0,1.457893595,-0.968321507,0,0,NA,NA,0,-2.20634511,0,NA,NORTH,PARTLY CLOUDY
10,20,20,5-10 minutes,"6-8 Orange lights in formation over Gilbert 6-8 lights appeared in formation.  Formation was like a star constellation, and the lights were orange.   The formation was moving across the sky (no noise at all) and than the lights began to flicker out from left to right in order and disappeared.",5 round objects were going south along the beach of Delray over the water they came out of the clouds moving very fast from north to so,GILBERT,AZ,LIGHT,2012,-1.225437177,0.935600598,0,NA,NA,0,1.457893595,-0.161523463,0,0,NA,-0.911239024,0,-1.683127711,0,NA,NORTH,PARTLY CLOUDY
3,29,20,1-2 minutes,"Three orange lights moving across the horizon in Gilbert Was sitting out in the pool visiting my parents in Gilbert for the weekend.  Saw what appeared to be three orange lights in the sky moving in unison.  Two lead lights followed by a seemingly equidistant third light traveling north on the horizon.   We all watched these lights move in seemingly perfect locked formation.  The only thing that changed was the distance between the two front lights, as if a large craft made all three lights and its visible profile or angle was changing.   We watched for a good 2 min until the objects vanished from the sky.   Another couple was out walking in the neighborhood and we chatted over the fence to them on the street, nobody able to explain what we had seen.",A fire blue circular type object.,GILBERT,AZ,TRIANGLE,2015,-0.386098564,1.139931115,0,NA,NA,0,1.457893595,-0.968321507,0,0,NA,-0.911239024,0,-2.396605983,0,NA,NORTH,PARTLY CLOUDY
8,15,20,5 minutes,"Round shaped object with no blinking lights, just white, first high in air, then lower instantly, moving across the sky, disappears. Walking dogs in Gilbert, AZ, neighborhood a little south of Ray Rd, east of Higley Rd.   Was walking East and looked up to sky and saw what looked like a satellite way up high going south.  I even mentioned it to my husband.   Then as we walked further south, turning the corner going East, I kept looking for the satellite, all the sudden, halfway lower to the distance of the satellite, we both saw a light the shape of a circle that looked like a bright star, but it was moving fast and was now going Southeast.  We both were watching it talking about it because it had no lights, just a circle of light moving across the sky.  Then all the sudden, as we were watching it, the light just disappeared right before our eyes.  There were no clouds in the sky.  We both said that no way it was any type of airplane. It was very weird and strange.  I would have never thought I would ever see anything like this.   Last night I was even going to call the 911 or airport, but I decided to! wait for today to check in the Internet to see if it was mentioned by anybody else.  While I was searching, I found this website so I can report it.  Thank you. ((NUFORC Note:  We spoke with the witness who submitted this report, and we found her to be quite eloquent in her description of the sighting, and quite sober-minded.  We suspect that she is an excellent witness.  PD))","A bright saucer UFO rose up from behind distant woods, turned left and glided out of sight.",GILBERT,AZ,CIRCLE,2016,-1.054946521,2.263748963,0,1.384946768,NA,0,1.457893595,0.544424825,0,0,NA,0.008129116,0,-2.016084238,0,NA,SE,PARTLY CLOUDY
